t,lsm0_x,lsm0_y,lsm0_z,lsm1_x,lsm1_y,lsm1_z,i3g0_x,i3g0_y,i3g0_z,i3g1_x,i3g1_y,i3g1_z,fused_x,fused_y,fused_z,mag_x,mag_y,mag_z
8.37203288078308,0.017,-0.019,0.018,0.033,-0.006,0.021,0.011,0.009,0.003,0.022,0.014,0.012,0.021,-0,0.014,2.3933e-05,3.2953e-06,-5.0477e-06
9.14701700210571,0.01,-0.026,-0.009,0.022,-0.019,-0.005,0.006,-0.004,-0.025,0.022,-0.005,-0.011,0.015,-0.014,-0.013,2.7248e-05,3.6321e-06,8.9785e-07
9.89270401000977,-0.007,-0.036,-0.014,-0.001,-0.036,-0.011,0.003,-0.029,-0.029,0.017,-0.028,-0.016,0.003,-0.032,-0.018,2.8285e-05,6.479e-06,3.9072e-06
10.7217221260071,-0.01,-0.02,-0.038,-0,-0.011,-0.028,-0.006,-0.035,-0.069,0.005,-0.069,-0.05,-0.003,-0.034,-0.046,2.5603e-05,1.0038e-05,-5.6835e-06
11.5469212532043,-0.018,-0.063,-0.015,-0.001,-0.058,-0.012,-0.081,-0.145,-0.03,-0.061,-0.114,-0.024,-0.04,-0.095,-0.02,1.9445e-05,7.6385e-06,-8.668e-06
12.2717590332031,-0.055,-0.045,0.016,0.021,0.007,0.019,0.097,0.213,-0.008,0.113,0.208,0.006,0.044,0.096,0.008,2.8664e-05,5.3894e-06,3.3857e-06
13.0309889316559,-0.049,-0.04,0.02,0.009,0.014,0.022,-0.03,0.018,0.008,-0.005,0.035,0.011,-0.019,0.007,0.015,2.5897e-05,2.4443e-06,-1.7376e-06
13.7815160751343,-0.053,-0.066,0.025,-0.006,-0.014,0.026,-0.039,-0.064,0.002,-0.026,-0.062,0.016,-0.031,-0.051,0.017,2.8786e-05,4.9418e-06,-1.3127e-06
14.620922088623,-0.017,-0.036,0.019,0.045,0.029,0.022,0.027,0.029,0.007,0.026,0.024,0.013,0.02,0.011,0.015,2.9328e-05,-2.342e-06,-5.7635e-06
15.3587012290955,0,0.002,0.007,0.058,0.031,0.008,0.02,0.031,-0.007,0.038,0.024,-0,0.029,0.022,0.002,2.5227e-05,6.9253e-06,-4.8061e-06
16.1079249382019,0.008,-0.034,-0.015,0.028,-0.004,-0.005,0.013,-0.012,-0.032,0.029,-0.012,-0.026,0.019,-0.016,-0.02,2.8451e-05,4.167e-06,-1.9746e-06
17.0789179801941,0.023,0.055,-0.011,0.039,0.034,-0.008,0.031,0.046,-0.023,0.041,0.04,-0.019,0.034,0.044,-0.015,2.146e-05,1.8167e-06,-7.1654e-06
17.6429550647736,-0.039,-0.007,0.013,0.003,0.031,0.012,-0.022,0.001,0.005,-0.014,-0.006,0.016,-0.018,0.005,0.011,2.8112e-05,5.9673e-06,-7.3695e-06
18.4339051246643,-0.003,0.009,0.001,-0.033,-0.036,0.011,-0.024,0.023,-0.022,-0.041,-0.005,-0.02,-0.025,-0.002,-0.008,2.3448e-05,1.6928e-06,-5.2325e-07
19.2089560031891,-0.035,-0.075,0.009,0.004,-0.002,0.008,-0.008,-0.012,-0.009,0.006,-0.007,-0.006,-0.009,-0.024,0.001,3.0202e-05,5.428e-06,-5.2016e-06
19.9810972213745,0.007,0.023,-0.021,-0.068,-0.058,-0.013,-0.074,-0.069,-0.034,-0.065,-0.079,-0.03,-0.05,-0.046,-0.025,2.5886e-05,4.0993e-06,-3.2382e-06
20.9561321735382,-0.011,-0.012,-0.01,-0.035,-0.033,-0.008,-0.037,-0.043,-0.026,-0.024,-0.041,-0.016,-0.027,-0.032,-0.015,2.6936e-05,2.5613e-06,-4.3356e-06
21.7000648975372,-0.071,-0.094,0.004,0.059,0.042,-0.001,0.042,0.129,-0.018,0.089,0.144,-0.009,0.03,0.055,-0.006,3.2029e-05,2.7007e-06,3.2878e-06
22.3880150318146,-0.018,-0.073,-0.011,0.05,0.018,-0.006,0.027,0.017,-0.035,0.043,0.016,-0.019,0.025,-0.006,-0.018,2.8026e-05,3.4538e-06,1.2047e-06
23.1213781833649,-0.02,-0.041,-0.03,0.02,0.041,-0.022,-0.028,-0.043,-0.035,-0.021,-0.056,-0.029,-0.012,-0.025,-0.029,2.5118e-05,5.1791e-06,-1.8366e-06
23.8572728633881,-0.018,-0.018,0.014,-0.005,-0.013,0.018,-0.021,-0.044,0.011,-0.015,-0.061,0.012,-0.015,-0.034,0.014,2.9859e-05,1.1224e-06,4.7514e-07
24.6571049690247,0.002,0.041,-0.016,0.002,0.002,-0.005,-0.061,-0.056,-0.024,-0.051,-0.059,-0.015,-0.027,-0.018,-0.015,1.9867e-05,4.2916e-06,3.1116e-06
25.3969950675964,-0.047,-0.048,-0.018,0.007,-0.007,-0.014,-0.027,-0.016,-0.041,-0.019,-0.019,-0.027,-0.022,-0.023,-0.025,2.7174e-05,3.8525e-06,-4.1867e-06
26.181300163269,-0.03,-0.056,0.001,0.064,0.042,-0.003,-0.036,-0.053,-0.012,-0.031,-0.056,-0.005,-0.008,-0.031,-0.005,2.4924e-05,2.8366e-06,5.0513e-06
26.9474542140961,0.047,0.068,0.001,0.005,0.013,0.003,0.029,0.064,-0.017,0.03,0.066,0.001,0.028,0.053,-0.003,3.4752e-05,4.5463e-06,1.5397e-06
27.727233171463,-0.035,-0.078,0.024,-0.003,-0.032,0.022,-0.004,-0.013,0.006,0.003,-0.018,0.012,-0.01,-0.035,0.016,2.9552e-05,2.4606e-07,1.8179e-06
28.5014600753784,-0.026,-0.031,0,0.005,-0.009,0.006,0.037,0.036,-0.027,0.048,0.023,-0.012,0.016,0.005,-0.008,3.1659e-05,5.9852e-06,6.5554e-06
29.2771029472351,-0.033,-0.059,-0.021,-0.058,-0.086,-0.014,0.018,0.021,-0.047,0.038,0.021,-0.036,-0.009,-0.026,-0.03,2.3459e-05,4.8567e-06,-2.8282e-07
30.1224522590637,0.028,0.064,0.01,0.031,0.052,0.016,0.018,0.059,0.01,0.04,0.067,0.013,0.029,0.061,0.012,2.6756e-05,3.952e-06,2.5807e-06
30.8607370853424,0.013,0.03,0.013,0.026,0.036,0.015,-0.032,-0.04,-0.013,-0.021,-0.044,-0.006,-0.003,-0.004,0.002,2.6739e-05,1.5505e-06,1.9638e-06
31.6261730194092,-0.055,-0.082,-0.004,-0.061,-0.085,0,-0.048,-0.06,-0.019,-0.028,-0.067,-0.016,-0.048,-0.073,-0.01,2.8081e-05,-3.4438e-06,-4.9868e-06
32.5344669818878,-0.004,0.015,-0.011,0.015,0.026,-0.005,-0.069,-0.062,-0.016,-0.054,-0.058,-0.022,-0.028,-0.02,-0.013,2.9724e-05,6.417e-06,1.4585e-06
33.1942660808563,-0.023,-0.012,-0.021,-0.018,-0.005,-0.012,-0.02,0.008,-0.025,-0.016,-0.005,-0.02,-0.019,-0.004,-0.019,2.3187e-05,2.1516e-06,3.4364e-06
33.9549722671509,0.02,0.033,0.009,-0.008,-0.006,0.011,-0.033,-0.018,0.011,-0.017,-0.017,0.011,-0.01,-0.002,0.01,2.9287e-05,3.8335e-06,-1.856e-06
34.756814956665,-0.025,-0.021,0.025,0.022,0.037,0.023,-0.041,-0.047,0.021,-0.033,-0.046,0.025,-0.019,-0.019,0.024,3.0093e-05,1.225e-06,-5.4862e-06
35.538773059845,0.002,0.019,-0.01,-0.026,0.034,-0.02,-0.046,-0.025,-0.042,-0.018,-0.037,-0.019,-0.022,-0.002,-0.023,2.5121e-05,1.6211e-07,-6.4228e-07
36.2653539180756,0.018,0.036,-0.027,0.004,0.017,-0.019,-0.027,-0.015,-0.03,-0.013,-0.017,-0.017,-0.004,0.005,-0.023,2.2471e-05,-1.7887e-06,2.9263e-06
37.0606441497803,0.009,0.018,0.036,0.006,-0.009,0.034,-0.032,-0.058,0.023,-0.02,-0.068,0.03,-0.009,-0.029,0.031,3.1634e-05,-1.9293e-06,4.0733e-06
37.7753419876099,0.043,0.068,0.003,-0.003,-0.006,0.001,-0.024,-0.04,-0.022,-0.015,-0.045,-0.015,0,-0.006,-0.008,2.6252e-05,6.0006e-06,-5.8333e-06
38.5420711040497,0.003,-0.011,0.012,0.003,-0.022,0.015,0.027,0.028,-0.004,0.026,0.019,0.003,0.015,0.003,0.007,2.8555e-05,-7.6815e-06,2.6844e-06
39.3456501960754,-0.009,-0.023,-0.031,-0.009,-0.044,-0.021,0.031,0.046,-0.051,0.052,0.039,-0.038,0.016,0.005,-0.035,3.3875e-05,3.0702e-06,-7.3932e-06
40.2455711364746,-0.021,-0.038,0.002,-0.009,-0.035,0.001,0.026,0.027,-0.015,0.048,0.034,-0.01,0.011,-0.003,-0.005,2.4884e-05,1.9843e-06,5.284e-06
41.0771329402924,-0.003,-0.015,0.02,0.029,0.006,0.02,0.023,0.014,0.006,0.04,0.01,0.011,0.022,0.004,0.014,2.7277e-05,6.9529e-06,7.2021e-06
41.8595108985901,0.023,0.016,-0.021,0.009,-0.012,-0.009,0.011,0.004,-0.048,0.037,0.012,-0.033,0.02,0.005,-0.027,2.9194e-05,1.9129e-06,2.8523e-06
42.5507099628448,-0.006,-0.069,0.004,-0.074,-0.103,0.009,0.066,0.029,-0.026,0.094,0.037,-0.012,0.02,-0.027,-0.006,2.6247e-05,3.8707e-06,3.1393e-06
43.4027299880981,-0.04,-0.034,-0.008,-0.021,-0.052,-0.003,-0.037,-0.08,-0.019,-0.024,-0.08,-0.019,-0.03,-0.061,-0.013,2.3515e-05,3.2328e-06,1.1997e-06
44.0033571720123,0.003,0.018,0.012,-0.04,-0.022,0.013,-0.031,-0.031,-0.001,-0.024,-0.038,-0.001,-0.023,-0.018,0.006,2.6285e-05,5.5449e-06,-7.4357e-06
44.9002742767334,-0.026,-0.012,-0.002,-0.002,0.044,0.01,-0.064,-0.039,-0.019,-0.049,-0.032,-0.018,-0.035,-0.01,-0.007,3.2082e-05,3.7635e-06,-2.1775e-07
45.5926370620728,-0.029,0.005,0.009,-0.023,0.006,0.008,-0.012,0.027,-0.011,0.015,0.037,-0.006,-0.012,0.019,0,2.7583e-05,-6.7129e-07,5.2266e-06
46.4168660640717,0.05,0.242,0.01,0.024,0.092,0.014,0.082,0.269,0.004,0.098,0.278,0.012,0.063,0.221,0.01,2.6136e-05,6.3955e-06,-8.5112e-07
47.3244500160217,0.075,0.072,0.004,-0.021,-0.123,0.018,0.075,0.129,-0.013,0.072,0.113,-0.009,0.05,0.048,-0,2.2813e-05,1.8434e-07,-5.8764e-06
48.0834431648254,0.041,-0.006,-0.071,0.01,-0.069,-0.055,0.05,-0.001,-0.091,0.048,-0.007,-0.075,0.037,-0.02,-0.073,2.9533e-05,5.6544e-06,3.335e-06
48.641232252121,0.001,-0.005,0.008,0.042,0.033,0.018,0.024,0.031,0.008,0.049,0.032,0.013,0.029,0.023,0.012,2.4846e-05,3.9702e-06,-6.8738e-06
49.4751381874084,-0.117,-0.123,0.046,-0.077,-0.044,0.05,-0.123,-0.139,0.032,-0.118,-0.14,0.036,-0.109,-0.112,0.041,2.6379e-05,9.6415e-06,-4.797e-06
50.1988229751587,-0.025,-0.01,-0.009,-0.051,-0.025,-0.008,-0.004,0.045,-0.038,-0.005,0.03,-0.014,-0.021,0.01,-0.017,2.4951e-05,2.5955e-06,-2.9403e-06
51.1025490760803,-0.037,-0.007,0.011,-0.035,0.001,0.017,-0.071,-0.033,0.016,-0.053,-0.03,0.019,-0.049,-0.017,0.016,3.1876e-05,1.9144e-07,6.0054e-06
51.9045300483704,0.012,-0.015,0.044,-0.052,-0.089,0.047,-0.08,-0.069,0.024,-0.034,-0.05,0.033,-0.038,-0.056,0.037,3.6413e-05,6.4738e-06,3.7073e-06
52.7052440643311,-0.025,-0.04,-0.007,0.003,-0.028,-0.004,0.04,0.074,-0.039,0.062,0.099,-0.035,0.02,0.026,-0.021,2.415e-05,-6.1974e-07,2.1849e-06
53.4457271099091,0.024,0.059,-0.086,0.035,0.057,-0.071,0.003,0.048,-0.115,0.02,0.053,-0.093,0.021,0.054,-0.091,2.6529e-05,2.0033e-06,-7.5629e-06
54.1571011543274,-0.021,-0.043,-0.061,-0.005,-0.022,-0.048,-0.028,-0.058,-0.064,-0.011,-0.064,-0.055,-0.016,-0.047,-0.057,2.154e-05,4.1871e-06,2.539e-06
54.9519011974335,-0.038,-0.059,-0.002,-0.046,-0.063,0.002,-0.019,-0.045,-0.009,0.006,-0.047,-0.001,-0.024,-0.053,-0.003,2.2168e-05,5.6794e-06,5.4169e-06
55.7590889930725,0.009,0.023,0.022,0.012,-0.003,0.029,0.026,0.05,0.013,0.034,0.048,0.018,0.02,0.03,0.02,2.2879e-05,-1.792e-06,4.71e-07
56.5726358890533,-0.031,-0.032,0.019,0.025,0.009,0.013,-0.019,0,0.009,0.001,0.002,0.007,-0.006,-0.005,0.012,2.9888e-05,2.6715e-06,-2.1432e-06
57.3373839855194,-0.02,-0.027,0.006,-0.017,-0.028,0.01,-0.035,-0.021,-0.013,0.005,0.01,-0.001,-0.017,-0.017,0,3.2965e-05,4.0058e-06,1.3252e-06
58.0795681476593,0.01,0.037,-0.004,-0.02,-0.013,0.001,0.005,0.028,-0.007,0.017,0.023,-0.003,0.003,0.019,-0.003,2.6434e-05,-9.5572e-07,-2.246e-06
58.8033640384674,0.034,0.064,0.007,-0.05,-0.045,0.011,0.009,0.037,-0.006,-0.001,0.01,-0.003,-0.002,0.016,0.002,2.3875e-05,3.0935e-06,-3.3314e-06
59.7414259910583,-0.018,-0.027,-0.009,-0.022,-0.042,-0.007,-0.024,0.001,-0.023,-0.008,-0,-0.013,-0.018,-0.017,-0.013,2.7172e-05,6.0384e-06,2.4236e-06
60.2915132045746,0.008,0.011,-0.01,0.049,0.062,-0.006,-0.003,0.026,-0.017,0.021,0.031,-0.017,0.019,0.032,-0.012,3.0309e-05,-4.805e-07,6.0764e-06
61.0953140258789,0.014,0.029,0.008,0.014,0.015,0.014,-0.01,0.032,-0.001,0.021,0.05,0.009,0.01,0.031,0.008,2.5243e-05,2.1757e-06,-5.4414e-06
61.8694450855255,0.028,0.009,0,-0.008,-0.064,0.005,0.008,0.02,-0.017,0.026,0.027,-0.005,0.013,-0.002,-0.004,2.9545e-05,3.5298e-06,-2.4091e-06
62.6240301132202,0.035,0.06,-0.01,0.051,0.044,-0.005,-0.008,-0.013,-0.022,0.016,0.004,-0.011,0.024,0.024,-0.012,2.6093e-05,4.4597e-06,-6.7866e-06
63.4148290157318,-0.018,-0.029,-0.007,0.022,0.025,-0.007,-0.036,-0.066,-0.02,-0.019,-0.069,-0.01,-0.013,-0.034,-0.011,2.9208e-05,1.1729e-06,-9.0118e-06
64.201357126236,-0.016,-0.024,-0.02,0.023,0.042,-0.015,0.035,0.066,-0.046,0.05,0.072,-0.036,0.023,0.039,-0.029,2.507e-05,3.1992e-07,-4.1378e-06
64.9925630092621,-0.03,-0.06,-0.024,-0.024,-0.047,-0.015,-0.061,-0.092,-0.04,-0.056,-0.095,-0.024,-0.043,-0.074,-0.026,2.8111e-05,5.5847e-06,2.3197e-06
65.7863230705261,-0.03,-0.013,0.015,-0.004,-0.006,0.019,-0.06,-0.051,-0,-0.019,-0.016,0.005,-0.028,-0.021,0.01,2.7829e-05,6.4386e-06,-3.3205e-07
66.59246301651,0.006,0.03,0.008,-0.016,-0.001,0.013,0.001,0.055,0.002,0.011,0.052,0.006,0.001,0.034,0.007,3.1586e-05,3.923e-06,-8.3969e-06
67.2241201400757,-0.013,-0.015,-0.007,0.053,0.045,0.005,-0.056,-0.057,-0.021,-0.028,-0.047,-0.014,-0.011,-0.018,-0.009,3.1358e-05,5.5292e-06,-4.953e-06
68.228147983551,0.017,0.019,0.005,0.004,-0.004,0.004,0.022,0.042,-0.005,0.025,0.023,0.004,0.017,0.02,0.002,2.6772e-05,7.5525e-06,-1.1666e-07
68.7736492156982,0.004,-0.035,0.03,0.001,-0.014,0.027,-0.014,-0.014,0.016,-0.01,-0.01,0.016,-0.005,-0.018,0.022,2.9435e-05,3.7258e-06,7.6063e-06
69.5420761108398,-0.016,-0.012,0.013,0.015,0.015,0.015,-0.005,-0.001,-0.005,0.011,0,0.002,0.001,0,0.006,2.5896e-05,5.0894e-06,-3.3938e-06
70.3247170448303,0.024,0.072,-0.023,0.001,0.015,-0.015,0.034,0.097,-0.036,0.049,0.093,-0.03,0.027,0.069,-0.026,2.8983e-05,4.1702e-07,-1.0557e-05
71.1651601791382,0.012,0.015,-0.028,-0.009,-0.003,-0.019,-0.009,0.03,-0.04,-0.003,0.025,-0.025,-0.002,0.017,-0.028,2.9187e-05,7.4068e-06,-3.3574e-06
71.9108119010925,0.002,-0.007,0.009,-0.004,-0.014,0.013,-0.009,-0.015,0.001,0.018,-0.001,0.01,0.002,-0.009,0.009,2.7537e-05,2.7925e-06,-9.0116e-06
72.6682410240173,0.026,0.014,0.011,0.012,0.016,0.015,0.01,0.025,0.007,0.018,0.032,0.009,0.017,0.022,0.01,2.8171e-05,7.9258e-06,6.7918e-06
73.6253039836884,0.04,0.069,0.014,0.035,0.039,0.016,-0.009,-0.033,-0,0.006,-0.04,0.002,0.018,0.009,0.008,2.9866e-05,4.3562e-06,-4.8345e-08
74.395143032074,-0.033,-0.089,-0.005,-0.048,-0.104,0,-0.031,-0.094,-0.03,-0.035,-0.109,-0.023,-0.037,-0.099,-0.014,2.6458e-05,5.6833e-06,-3.1412e-06
74.9738070964813,-0.042,-0.044,-0.008,0.028,-0.007,0.003,-0.02,-0.037,-0.014,-0.007,-0.039,-0.004,-0.01,-0.032,-0.006,2.8667e-05,8.1767e-06,-1.6014e-06
75.7413182258606,-0.025,-0.013,0.017,-0.014,-0.004,0.019,0.023,0.046,-0.004,0.041,0.05,0.002,0.006,0.019,0.008,2.6619e-05,2.6451e-06,-5.3141e-06
76.5015120506287,-0.025,-0.037,-0.014,-0.018,-0.039,-0.004,0.006,0.003,-0.033,0.044,0.027,-0.02,0.002,-0.012,-0.018,2.2016e-05,2.1716e-06,7.5014e-07
